id_historial,grd_id,tipo_registro,timestamp,direccion,valor,tipo_historico,tiempo_insercion
66794071,8,11,2021-09-09 07:00:00,7,0,1,2021-09-09 07:00:00
66794072,8,11,2021-09-09 07:00:00,8,0,1,2021-09-09 07:00:00
66794073,8,11,2021-09-09 07:10:00,1,88,1,2021-09-09 07:10:00
66794074,8,11,2021-09-09 07:10:00,2,9809,1,2021-09-09 07:10:00
66794075,8,11,2021-09-09 07:10:00,3,739,1,2021-09-09 07:10:00
66794076,8,11,2021-09-09 07:10:00,4,44,1,2021-09-09 07:10:00
66794077,8,11,2021-09-09 07:10:00,5,2104,1,2021-09-09 07:10:00
66794078,8,11,2021-09-09 07:10:00,6,178,1,2021-09-09 07:10:00
66794079,8,11,2021-09-09 07:10:00,7,0,1,2021-09-09 07:10:00
66794080,8,11,2021-09-09 07:10:00,8,0,1,2021-09-09 07:10:00
66794081,8,11,2021-09-09 07:20:00,1,87,1,2021-09-09 07:20:00
66794082,8,11,2021-09-09 07:20:00,2,9810,1,2021-09-09 07:20:00
66794083,8,11,2021-09-09 07:20:00,3,741,1,2021-09-09 07:20:00
66794084,8,11,2021-09-09 07:20:00,4,43,1,2021-09-09 07:20:00
66794085,8,11,2021-09-09 07:20:00,5,2211,1,2021-09-09 07:20:00
66794086,8,11,2021-09-09 07:20:00,6,179,1,2021-09-09 07:20:00
66794087,8,11,2021-09-09 07:20:00,7,0,1,2021-09-09 07:20:00
66794088,8,11,2021-09-09 07:20:00,8,0,1,2021-09-09 07:20:00
66794089,8,11,2021-09-09 07:30:00,1,86,1,2021-09-09 07:30:00
66794090,8,11,2021-09-09 07:30:00,2,9810,1,2021-09-09 07:30:00
66794091,8,11,2021-09-09 07:30:00,3,746,1,2021-09-09 07:30:00
66794092,8,11,2021-09-09 07:30:00,4,43,1,2021-09-09 07:30:00
66794093,8,11,2021-09-09 07:30:00,5,1980,1,2021-09-09 07:30:00
66794094,8,11,2021-09-09 07:30:00,6,132,1,2021-09-09 07:30:00
66794095,8,11,2021-09-09 07:30:00,7,0,1,2021-09-09 07:30:00
66794096,8,11,2021-09-09 07:30:00,8,0,1,2021-09-09 07:30:00
66794097,8,11,2021-09-09 07:40:00,1,85,1,2021-09-09 07:40:00
66794098,8,11,2021-09-09 07:40:00,2,9811,1,2021-09-09 07:40:00
66794099,8,11,2021-09-09 07:40:00,3,749,1,2021-09-09 07:40:00
66794100,8,11,2021-09-09 07:40:00,4,43,1,2021-09-09 07:40:00
66794101,8,11,2021-09-09 07:40:00,5,1941,1,2021-09-09 07:40:00
66794102,8,11,2021-09-09 07:40:00,6,202,1,2021-09-09 07:40:00
66794103,8,11,2021-09-09 07:40:00,7,0,1,2021-09-09 07:40:00
66794104,8,11,2021-09-09 07:40:00,8,0,1,2021-09-09 07:40:00
66794105,8,11,2021-09-09 07:50:00,1,86,1,2021-09-09 07:50:00
66794106,8,11,2021-09-09 07:50:00,2,9812,1,2021-09-09 07:50:00
66794107,8,11,2021-09-09 07:50:00,3,750,1,2021-09-09 07:50:00
66794108,8,11,2021-09-09 07:50:00,4,44,1,2021-09-09 07:50:00
66794109,8,11,2021-09-09 07:50:00,5,1930,1,2021-09-09 07:50:00
66794110,8,11,2021-09-09 07:50:00,6,140,1,2021-09-09 07:50:00
66794111,8,11,2021-09-09 07:50:00,7,0,1,2021-09-09 07:50:00
66794112,8,11,2021-09-09 07:50:00,8,0,1,2021-09-09 07:50:00
66794113,8,11,2021-09-09 08:00:00,1,88,1,2021-09-09 08:00:00
66794114,8,11,2021-09-09 08:00:00,2,9813,1,2021-09-09 08:00:00
66794115,8,11,2021-09-09 08:00:00,3,743,1,2021-09-09 08:00:00
66794116,8,11,2021-09-09 08:00:00,4,44,1,2021-09-09 08:00:00
66794117,8,11,2021-09-09 08:00:00,5,2078,1,2021-09-09 08:00:00
66794118,8,11,2021-09-09 08:00:00,6,139,1,2021-09-09 08:00:00
66794119,8,11,2021-09-09 08:00:00,7,0,1,2021-09-09 08:00:00
66794120,8,11,2021-09-09 08:00:00,8,0,1,2021-09-09 08:00:00
66794121,8,11,2021-09-09 08:10:00,1,90,1,2021-09-09 08:10:00
66794122,8,11,2021-09-09 08:10:00,2,9815,1,2021-09-09 08:10:00
66794123,8,11,2021-09-09 08:10:00,3,737,1,2021-09-09 08:10:00
66794124,8,11,2021-09-09 08:10:00,4,46,1,2021-09-09 08:10:00
66794125,8,11,2021-09-09 08:10:00,5,1730,1,2021-09-09 08:10:00
66794126,8,11,2021-09-09 08:10:00,6,202,1,2021-09-09 08:10:00
66794127,8,11,2021-09-09 08:10:00,7,0,1,2021-09-09 08:10:00
66794128,8,11,2021-09-09 08:10:00,8,0,1,2021-09-09 08:10:00
66794129,8,11,2021-09-09 08:20:00,1,93,1,2021-09-09 08:20:00
66794130,8,11,2021-09-09 08:20:00,2,9815,1,2021-09-09 08:20:00
66794131,8,11,2021-09-09 08:20:00,3,726,1,2021-09-09 08:20:00
66794132,8,11,2021-09-09 08:20:00,4,46,1,2021-09-09 08:20:00
66794133,8,11,2021-09-09 08:20:00,5,2092,1,2021-09-09 08:20:00
66794134,8,11,2021-09-09 08:20:00,6,194,1,2021-09-09 08:20:00
66794135,8,11,2021-09-09 08:20:00,7,0,1,2021-09-09 08:20:00
66794136,8,11,2021-09-09 08:20:00,8,0,1,2021-09-09 08:20:00
66794137,8,11,2021-09-09 08:30:00,1,96,1,2021-09-09 08:30:00
66794138,8,11,2021-09-09 08:30:00,2,9817,1,2021-09-09 08:30:00
66794139,8,11,2021-09-09 08:30:00,3,713,1,2021-09-09 08:30:00
66794140,8,11,2021-09-09 08:30:00,4,47,1,2021-09-09 08:30:00
66794141,8,11,2021-09-09 08:30:00,5,1967,1,2021-09-09 08:30:00
66794142,8,11,2021-09-09 08:30:00,6,104,1,2021-09-09 08:30:00
66794143,8,11,2021-09-09 08:30:00,7,0,1,2021-09-09 08:30:00
66794144,8,11,2021-09-09 08:30:00,8,0,1,2021-09-09 08:30:00
66794145,8,11,2021-09-09 08:40:00,1,100,1,2021-09-09 08:40:00
66794146,8,11,2021-09-09 08:40:00,2,9817,1,2021-09-09 08:40:00
66794147,8,11,2021-09-09 08:40:00,3,701,1,2021-09-09 08:40:00
66794148,8,11,2021-09-09 08:40:00,4,48,1,2021-09-09 08:40:00
66794149,8,11,2021-09-09 08:40:00,5,2058,1,2021-09-09 08:40:00
66794150,8,11,2021-09-09 08:40:00,6,166,1,2021-09-09 08:40:00
66794151,8,11,2021-09-09 08:40:00,7,0,1,2021-09-09 08:40:00
66794152,8,11,2021-09-09 08:40:00,8,0,1,2021-09-09 08:40:00
66794153,8,11,2021-09-09 08:50:00,1,103,1,2021-09-09 08:50:00
66794154,8,11,2021-09-09 08:50:00,2,9818,1,2021-09-09 08:50:00
66794155,8,11,2021-09-09 08:50:00,3,684,1,2021-09-09 08:50:00
66794156,8,11,2021-09-09 08:50:00,4,48,1,2021-09-09 08:50:00
66794157,8,11,2021-09-09 08:50:00,5,1905,1,2021-09-09 08:50:00
66794158,8,11,2021-09-09 08:50:00,6,167,1,2021-09-09 08:50:00
66794159,8,11,2021-09-09 08:50:00,7,0,1,2021-09-09 08:50:00
66794160,8,11,2021-09-09 08:50:00,8,0,1,2021-09-09 08:50:00
66794161,8,11,2021-09-09 09:00:00,1,105,1,2021-09-09 09:00:00
66794162,8,11,2021-09-09 09:00:00,2,9817,1,2021-09-09 09:00:00
66794163,8,11,2021-09-09 09:00:00,3,677,1,2021-09-09 09:00:00
66794164,8,11,2021-09-09 09:00:00,4,48,1,2021-09-09 09:00:00
66794165,8,11,2021-09-09 09:00:00,5,2102,1,2021-09-09 09:00:00
66794166,8,11,2021-09-09 09:00:00,6,222,1,2021-09-09 09:00:00
66794167,8,11,2021-09-09 09:00:00,7,0,1,2021-09-09 09:00:00
66794168,8,11,2021-09-09 09:00:00,8,0,1,2021-09-09 09:00:00
66794169,8,11,2021-09-09 09:10:00,1,108,1,2021-09-09 09:10:00
66794170,8,11,2021-09-09 09:10:00,2,9819,1,2021-09-09 09:10:00
66794171,8,11,2021-09-09 09:10:00,3,671,1,2021-09-09 09:10:00
66794172,8,11,2021-09-09 09:10:00,4,49,1,2021-09-09 09:10:00
66794173,8,11,2021-09-09 09:10:00,5,2031,1,2021-09-09 09:10:00
66794174,8,11,2021-09-09 09:10:00,6,227,1,2021-09-09 09:10:00
66794175,8,11,2021-09-09 09:10:00,7,0,1,2021-09-09 09:10:00
66794176,8,11,2021-09-09 09:10:00,8,0,1,2021-09-09 09:10:00
66794177,8,11,2021-09-09 09:20:00,1,112,1,2021-09-09 09:20:00
66794178,8,11,2021-09-09 09:20:00,2,9821,1,2021-09-09 09:20:00
66794179,8,11,2021-09-09 09:20:00,3,658,1,2021-09-09 09:20:00
66794180,8,11,2021-09-09 09:20:00,4,50,1,2021-09-09 09:20:00
66794181,8,11,2021-09-09 09:20:00,5,1790,1,2021-09-09 09:20:00
66794182,8,11,2021-09-09 09:20:00,6,128,1,2021-09-09 09:20:00
66794183,8,11,2021-09-09 09:20:00,7,0,1,2021-09-09 09:20:00
66794184,8,11,2021-09-09 09:20:00,8,0,1,2021-09-09 09:20:00
66794185,8,11,2021-09-09 09:30:00,1,114,1,2021-09-09 09:30:00
66794186,8,11,2021-09-09 09:30:00,2,9821,1,2021-09-09 09:30:00
66794187,8,11,2021-09-09 09:30:00,3,650,1,2021-09-09 09:30:00
66794188,8,11,2021-09-09 09:30:00,4,51,1,2021-09-09 09:30:00
66794189,8,11,2021-09-09 09:30:00,5,1863,1,2021-09-09 09:30:00
66794190,8,11,2021-09-09 09:30:00,6,241,1,2021-09-09 09:30:00
66794191,8,11,2021-09-09 09:30:00,7,0,1,2021-09-09 09:30:00
66794192,8,11,2021-09-09 09:30:00,8,0,1,2021-09-09 09:30:00
66794193,8,11,2021-09-09 09:40:00,1,117,1,2021-09-09 09:40:00
66794194,8,11,2021-09-09 09:40:00,2,9822,1,2021-09-09 09:40:00
66794195,8,11,2021-09-09 09:40:00,3,641,1,2021-09-09 09:40:00
66794196,8,11,2021-09-09 09:40:00,4,51,1,2021-09-09 09:40:00
66794197,8,11,2021-09-09 09:40:00,5,2014,1,2021-09-09 09:40:00
66794198,8,11,2021-09-09 09:40:00,6,275,1,2021-09-09 09:40:00
66794199,8,11,2021-09-09 09:40:00,7,0,1,2021-09-09 09:40:00
66794200,8,11,2021-09-09 09:40:00,8,0,1,2021-09-09 09:40:00
66794201,8,11,2021-09-09 09:50:00,1,119,1,2021-09-09 09:50:00
66794202,8,11,2021-09-09 09:50:00,2,9822,1,2021-09-09 09:50:00
66794203,8,11,2021-09-09 09:50:00,3,634,1,2021-09-09 09:50:00
66794204,8,11,2021-09-09 09:50:00,4,51,1,2021-09-09 09:50:00
66794205,8,11,2021-09-09 09:50:00,5,1845,1,2021-09-09 09:50:00
66794206,8,11,2021-09-09 09:50:00,6,246,1,2021-09-09 09:50:00
66794207,8,11,2021-09-09 09:50:00,7,0,1,2021-09-09 09:50:00
66794208,8,11,2021-09-09 09:50:00,8,0,1,2021-09-09 09:50:00
66794209,8,11,2021-09-09 10:00:00,1,121,1,2021-09-09 10:00:00
66794210,8,11,2021-09-09 10:00:00,2,9823,1,2021-09-09 10:00:00
66794211,8,11,2021-09-09 10:00:00,3,628,1,2021-09-09 10:00:00
66794212,8,11,2021-09-09 10:00:00,4,52,1,2021-09-09 10:00:00
66794213,8,11,2021-09-09 10:00:00,5,1890,1,2021-09-09 10:00:00
66794214,8,11,2021-09-09 10:00:00,6,142,1,2021-09-09 10:00:00
66794215,8,11,2021-09-09 10:00:00,7,0,1,2021-09-09 10:00:00
66794216,8,11,2021-09-09 10:00:00,8,0,1,2021-09-09 10:00:00
66794217,8,11,2021-09-09 10:10:00,1,128,1,2021-09-09 10:10:00
66794218,8,11,2021-09-09 10:10:00,2,9826,1,2021-09-09 10:10:00
66794219,8,11,2021-09-09 10:10:00,3,609,1,2021-09-09 10:10:00
66794220,8,11,2021-09-09 10:10:00,4,55,1,2021-09-09 10:10:00
66794221,8,11,2021-09-09 10:10:00,5,1826,1,2021-09-09 10:10:00
66794222,8,11,2021-09-09 10:10:00,6,182,1,2021-09-09 10:10:00
66794223,8,11,2021-09-09 10:10:00,7,0,1,2021-09-09 10:10:00
66794224,8,11,2021-09-09 10:10:00,8,0,1,2021-09-09 10:10:00
66794225,8,11,2021-09-09 10:20:00,1,126,1,2021-09-09 10:20:00
66794226,8,11,2021-09-09 10:20:00,2,9824,1,2021-09-09 10:20:00
66794227,8,11,2021-09-09 10:20:00,3,615,1,2021-09-09 10:20:00
66794228,8,11,2021-09-09 10:20:00,4,54,1,2021-09-09 10:20:00
66794229,8,11,2021-09-09 10:20:00,5,1816,1,2021-09-09 10:20:00
66794230,8,11,2021-09-09 10:20:00,6,425,1,2021-09-09 10:20:00
66794231,8,11,2021-09-09 10:20:00,7,0,1,2021-09-09 10:20:00
66794232,8,11,2021-09-09 10:20:00,8,0,1,2021-09-09 10:20:00
66794233,8,11,2021-09-09 10:30:00,1,130,1,2021-09-09 10:30:00
66794234,8,11,2021-09-09 10:30:00,2,9821,1,2021-09-09 10:30:00
66794235,8,11,2021-09-09 10:30:00,3,600,1,2021-09-09 10:30:00
66794236,8,11,2021-09-09 10:30:00,4,54,1,2021-09-09 10:30:00
66794237,8,11,2021-09-09 10:30:00,5,2167,1,2021-09-09 10:30:00
66794238,8,11,2021-09-09 10:30:00,6,322,1,2021-09-09 10:30:00
66794239,8,11,2021-09-09 10:30:00,7,0,1,2021-09-09 10:30:00
66794240,8,11,2021-09-09 10:30:00,8,0,1,2021-09-09 10:30:00
66794241,8,11,2021-09-09 10:40:00,1,133,1,2021-09-09 10:40:00
66794242,8,11,2021-09-09 10:40:00,2,9823,1,2021-09-09 10:40:00
66794243,8,11,2021-09-09 10:40:00,3,586,1,2021-09-09 10:40:00
66794244,8,11,2021-09-09 10:40:00,4,53,1,2021-09-09 10:40:00
66794245,8,11,2021-09-09 10:40:00,5,1965,1,2021-09-09 10:40:00
66794246,8,11,2021-09-09 10:40:00,6,271,1,2021-09-09 10:40:00
66794247,8,11,2021-09-09 10:40:00,7,0,1,2021-09-09 10:40:00
66794248,8,11,2021-09-09 10:40:00,8,0,1,2021-09-09 10:40:00
66794249,8,11,2021-09-09 10:50:00,1,137,1,2021-09-09 10:50:00
66794250,8,11,2021-09-09 10:50:00,2,9823,1,2021-09-09 10:50:00
66794251,8,11,2021-09-09 10:50:00,3,573,1,2021-09-09 10:50:00
66794252,8,11,2021-09-09 10:50:00,4,54,1,2021-09-09 10:50:00
66794253,8,11,2021-09-09 10:50:00,5,1963,1,2021-09-09 10:50:00
66794254,8,11,2021-09-09 10:50:00,6,229,1,2021-09-09 10:50:00
66794255,8,11,2021-09-09 10:50:00,7,0,1,2021-09-09 10:50:00
66794256,8,11,2021-09-09 10:50:00,8,0,1,2021-09-09 10:50:00
66794257,8,11,2021-09-09 11:00:00,1,138,1,2021-09-09 11:00:00
66794258,8,11,2021-09-09 11:00:00,2,9824,1,2021-09-09 11:00:00
66794259,8,11,2021-09-09 11:00:00,3,562,1,2021-09-09 11:00:00
66794260,8,11,2021-09-09 11:00:00,4,52,1,2021-09-09 11:00:00
66794261,8,11,2021-09-09 11:00:00,5,1932,1,2021-09-09 11:00:00
66794262,8,11,2021-09-09 11:00:00,6,194,1,2021-09-09 11:00:00
66794263,8,11,2021-09-09 11:00:00,7,0,1,2021-09-09 11:00:00
66794264,8,11,2021-09-09 11:00:00,8,0,1,2021-09-09 11:00:00
66794265,8,11,2021-09-09 11:10:00,1,139,1,2021-09-09 11:10:00
66794266,8,11,2021-09-09 11:10:00,2,9823,1,2021-09-09 11:10:00
66794267,8,11,2021-09-09 11:10:00,3,563,1,2021-09-09 11:10:00
66794268,8,11,2021-09-09 11:10:00,4,54,1,2021-09-09 11:10:00
66794269,8,11,2021-09-09 11:10:00,5,1944,1,2021-09-09 11:10:00
66794270,8,11,2021-09-09 11:10:00,6,169,1,2021-09-09 11:10:00
66794271,8,11,2021-09-09 11:10:00,7,0,1,2021-09-09 11:10:00
66794272,8,11,2021-09-09 11:10:00,8,0,1,2021-09-09 11:10:00
66794273,8,11,2021-09-09 11:20:00,1,142,1,2021-09-09 11:20:00
66794274,8,11,2021-09-09 11:20:00,2,9823,1,2021-09-09 11:20:00
66794275,8,11,2021-09-09 11:20:00,3,543,1,2021-09-09 11:20:00
66794276,8,11,2021-09-09 11:20:00,4,51,1,2021-09-09 11:20:00
66794277,8,11,2021-09-09 11:20:00,5,1920,1,2021-09-09 11:20:00
66794278,8,11,2021-09-09 11:20:00,6,229,1,2021-09-09 11:20:00
66794279,8,11,2021-09-09 11:20:00,7,0,1,2021-09-09 11:20:00
66794280,8,11,2021-09-09 11:20:00,8,0,1,2021-09-09 11:20:00
66794281,8,11,2021-09-09 11:30:00,1,144,1,2021-09-09 11:30:00
66794282,8,11,2021-09-09 11:30:00,2,9824,1,2021-09-09 11:30:00
66794283,8,11,2021-09-09 11:30:00,3,535,1,2021-09-09 11:30:00
66794284,8,11,2021-09-09 11:30:00,4,51,1,2021-09-09 11:30:00
66794285,8,11,2021-09-09 11:30:00,5,2030,1,2021-09-09 11:30:00
66794286,8,11,2021-09-09 11:30:00,6,111,1,2021-09-09 11:30:00
66794287,8,11,2021-09-09 11:30:00,7,0,1,2021-09-09 11:30:00
66794288,8,11,2021-09-09 11:30:00,8,0,1,2021-09-09 11:30:00
66794289,8,11,2021-09-09 11:40:00,1,144,1,2021-09-09 11:40:00
66794290,8,11,2021-09-09 11:40:00,2,9824,1,2021-09-09 11:40:00
66794291,8,11,2021-09-09 11:40:00,3,528,1,2021-09-09 11:40:00
66794292,8,11,2021-09-09 11:40:00,4,49,1,2021-09-09 11:40:00
66794293,8,11,2021-09-09 11:40:00,5,1922,1,2021-09-09 11:40:00
66794294,8,11,2021-09-09 11:40:00,6,385,1,2021-09-09 11:40:00
66794295,8,11,2021-09-09 11:40:00,7,0,1,2021-09-09 11:40:00
66794296,8,11,2021-09-09 11:40:00,8,0,1,2021-09-09 11:40:00
66794297,8,11,2021-09-09 11:50:00,1,147,1,2021-09-09 11:50:00
66794298,8,11,2021-09-09 11:50:00,2,9822,1,2021-09-09 11:50:00
66794299,8,11,2021-09-09 11:50:00,3,527,1,2021-09-09 11:50:00
66794300,8,11,2021-09-09 11:50:00,4,52,1,2021-09-09 11:50:00
66794301,8,11,2021-09-09 11:50:00,5,1886,1,2021-09-09 11:50:00
66794302,8,11,2021-09-09 11:50:00,6,259,1,2021-09-09 11:50:00
66794303,8,11,2021-09-09 11:50:00,7,0,1,2021-09-09 11:50:00
66794304,8,11,2021-09-09 11:50:00,8,0,1,2021-09-09 11:50:00
66794305,8,11,2021-09-09 12:00:00,1,151,1,2021-09-09 12:00:00
66794306,8,11,2021-09-09 12:00:00,2,9822,1,2021-09-09 12:00:00
66794307,8,11,2021-09-09 12:00:00,3,510,1,2021-09-09 12:00:00
66794308,8,11,2021-09-09 12:00:00,4,50,1,2021-09-09 12:00:00
66794309,8,11,2021-09-09 12:00:00,5,1992,1,2021-09-09 12:00:00
66794310,8,11,2021-09-09 12:00:00,6,384,1,2021-09-09 12:00:00
66794311,8,11,2021-09-09 12:00:00,7,0,1,2021-09-09 12:00:00
66794312,8,11,2021-09-09 12:00:00,8,0,1,2021-09-09 12:00:00
66794313,8,11,2021-09-09 12:10:00,1,152,1,2021-09-09 12:10:00
66794314,8,11,2021-09-09 12:10:00,2,9820,1,2021-09-09 12:10:00
66794315,8,11,2021-09-09 12:10:00,3,512,1,2021-09-09 12:10:00
66794316,8,11,2021-09-09 12:10:00,4,51,1,2021-09-09 12:10:00
66794317,8,11,2021-09-09 12:10:00,5,1959,1,2021-09-09 12:10:00
66794318,8,11,2021-09-09 12:10:00,6,139,1,2021-09-09 12:10:00
66794319,8,11,2021-09-09 12:10:00,7,0,1,2021-09-09 12:10:00
66794320,8,11,2021-09-09 12:10:00,8,0,1,2021-09-09 12:10:00
66794321,8,11,2021-09-09 12:20:00,1,152,1,2021-09-09 12:20:00
66794322,8,11,2021-09-09 12:20:00,2,9817,1,2021-09-09 12:20:00
66794323,8,11,2021-09-09 12:20:00,3,493,1,2021-09-09 12:20:00
66794324,8,11,2021-09-09 12:20:00,4,46,1,2021-09-09 12:20:00
66794325,8,11,2021-09-09 12:20:00,5,2018,1,2021-09-09 12:20:00
66794326,8,11,2021-09-09 12:20:00,6,326,1,2021-09-09 12:20:00
66794327,8,11,2021-09-09 12:20:00,7,0,1,2021-09-09 12:20:00
66794328,8,11,2021-09-09 12:20:00,8,0,1,2021-09-09 12:20:00
66794329,8,11,2021-09-09 12:30:00,1,159,1,2021-09-09 12:30:00
66794330,8,11,2021-09-09 12:30:00,2,9816,1,2021-09-09 12:30:00
66794331,8,11,2021-09-09 12:30:00,3,480,1,2021-09-09 12:30:00
66794332,8,11,2021-09-09 12:30:00,4,49,1,2021-09-09 12:30:00
66794333,8,11,2021-09-09 12:30:00,5,2330,1,2021-09-09 12:30:00
66794334,8,11,2021-09-09 12:30:00,6,274,1,2021-09-09 12:30:00
66794335,8,11,2021-09-09 12:30:00,7,0,1,2021-09-09 12:30:00
66794336,8,11,2021-09-09 12:30:00,8,0,1,2021-09-09 12:30:00
66794337,8,11,2021-09-09 12:40:00,1,160,1,2021-09-09 12:40:00
66794338,8,11,2021-09-09 12:40:00,2,9815,1,2021-09-09 12:40:00
66794339,8,11,2021-09-09 12:40:00,3,479,1,2021-09-09 12:40:00
66794340,8,11,2021-09-09 12:40:00,4,49,1,2021-09-09 12:40:00
66794341,8,11,2021-09-09 12:40:00,5,2104,1,2021-09-09 12:40:00
66794342,8,11,2021-09-09 12:40:00,6,127,1,2021-09-09 12:40:00
66794343,8,11,2021-09-09 12:40:00,7,0,1,2021-09-09 12:40:00
66794344,8,11,2021-09-09 12:40:00,8,0,1,2021-09-09 12:40:00
66794345,8,11,2021-09-09 12:50:00,1,161,1,2021-09-09 12:50:00
66794346,8,11,2021-09-09 12:50:00,2,9817,1,2021-09-09 12:50:00
66794347,8,11,2021-09-09 12:50:00,3,468,1,2021-09-09 12:50:00
66794348,8,11,2021-09-09 12:50:00,4,47,1,2021-09-09 12:50:00
66794349,8,11,2021-09-09 12:50:00,5,1996,1,2021-09-09 12:50:00
66794350,8,11,2021-09-09 12:50:00,6,119,1,2021-09-09 12:50:00
66794351,8,11,2021-09-09 12:50:00,7,0,1,2021-09-09 12:50:00
66794352,8,11,2021-09-09 12:50:00,8,0,1,2021-09-09 12:50:00
66794353,8,11,2021-09-09 13:00:00,1,164,1,2021-09-09 13:00:00
66794354,8,11,2021-09-09 13:00:00,2,9816,1,2021-09-09 13:00:00
66794355,8,11,2021-09-09 13:00:00,3,459,1,2021-09-09 13:00:00
66794356,8,11,2021-09-09 13:00:00,4,47,1,2021-09-09 13:00:00
66794357,8,11,2021-09-09 13:00:00,5,2267,1,2021-09-09 13:00:00
66794358,8,11,2021-09-09 13:00:00,6,246,1,2021-09-09 13:00:00
66794359,8,11,2021-09-09 13:00:00,7,0,1,2021-09-09 13:00:00
66794360,8,11,2021-09-09 13:00:00,8,0,1,2021-09-09 13:00:00
66794361,8,11,2021-09-09 13:10:00,1,167,1,2021-09-09 13:10:00
66794362,8,11,2021-09-09 13:10:00,2,9814,1,2021-09-09 13:10:00
66794363,8,11,2021-09-09 13:10:00,3,443,1,2021-09-09 13:10:00
66794364,8,11,2021-09-09 13:10:00,4,45,1,2021-09-09 13:10:00
66794365,8,11,2021-09-09 13:10:00,5,1792,1,2021-09-09 13:10:00
66794366,8,11,2021-09-09 13:10:00,6,284,1,2021-09-09 13:10:00
66794367,8,11,2021-09-09 13:10:00,7,0,1,2021-09-09 13:10:00
66794368,8,11,2021-09-09 13:10:00,8,0,1,2021-09-09 13:10:00
66794369,8,11,2021-09-09 13:20:00,1,165,1,2021-09-09 13:20:00
66794370,8,11,2021-09-09 13:20:00,2,9811,1,2021-09-09 13:20:00
66794371,8,11,2021-09-09 13:20:00,3,459,1,2021-09-09 13:20:00
66794372,8,11,2021-09-09 13:20:00,4,48,1,2021-09-09 13:20:00
66794373,8,11,2021-09-09 13:20:00,5,1885,1,2021-09-09 13:20:00
66794374,8,11,2021-09-09 13:20:00,6,239,1,2021-09-09 13:20:00
66794375,8,11,2021-09-09 13:20:00,7,0,1,2021-09-09 13:20:00
66794376,8,11,2021-09-09 13:20:00,8,0,1,2021-09-09 13:20:00
66794377,8,11,2021-09-09 13:30:00,1,167,1,2021-09-09 13:30:00
66794378,8,11,2021-09-09 13:30:00,2,9811,1,2021-09-09 13:30:00
66794379,8,11,2021-09-09 13:30:00,3,448,1,2021-09-09 13:30:00
66794380,8,11,2021-09-09 13:30:00,4,46,1,2021-09-09 13:30:00
66794381,8,11,2021-09-09 13:30:00,5,2111,1,2021-09-09 13:30:00
66794382,8,11,2021-09-09 13:30:00,6,195,1,2021-09-09 13:30:00
66794383,8,11,2021-09-09 13:30:00,7,0,1,2021-09-09 13:30:00
66794384,8,11,2021-09-09 13:30:00,8,0,1,2021-09-09 13:30:00
66794385,8,11,2021-09-09 13:40:00,1,170,1,2021-09-09 13:40:00
66794386,8,11,2021-09-09 13:40:00,2,9811,1,2021-09-09 13:40:00
66794387,8,11,2021-09-09 13:40:00,3,428,1,2021-09-09 13:40:00
66794388,8,11,2021-09-09 13:40:00,4,42,1,2021-09-09 13:40:00
66794389,8,11,2021-09-09 13:40:00,5,2137,1,2021-09-09 13:40:00
66794390,8,11,2021-09-09 13:40:00,6,232,1,2021-09-09 13:40:00
66794391,8,11,2021-09-09 13:40:00,7,0,1,2021-09-09 13:40:00
66794392,8,11,2021-09-09 13:40:00,8,0,1,2021-09-09 13:40:00
66794393,8,11,2021-09-09 13:50:00,1,172,1,2021-09-09 13:50:00
66794394,8,11,2021-09-09 13:50:00,2,9810,1,2021-09-09 13:50:00
66794395,8,11,2021-09-09 13:50:00,3,446,1,2021-09-09 13:50:00
66794396,8,11,2021-09-09 13:50:00,4,50,1,2021-09-09 13:50:00
66794397,8,11,2021-09-09 13:50:00,5,1868,1,2021-09-09 13:50:00
66794398,8,11,2021-09-09 13:50:00,6,299,1,2021-09-09 13:50:00
66794399,8,11,2021-09-09 13:50:00,7,0,1,2021-09-09 13:50:00
66794400,8,11,2021-09-09 13:50:00,8,0,1,2021-09-09 13:50:00
66794401,8,11,2021-09-09 14:00:00,1,170,1,2021-09-09 14:00:00
66794402,8,11,2021-09-09 14:00:00,2,9808,1,2021-09-09 14:00:00
66794403,8,11,2021-09-09 14:00:00,3,436,1,2021-09-09 14:00:00
66794404,8,11,2021-09-09 14:00:00,4,45,1,2021-09-09 14:00:00
66794405,8,11,2021-09-09 14:00:00,5,1842,1,2021-09-09 14:00:00
66794406,8,11,2021-09-09 14:00:00,6,182,1,2021-09-09 14:00:00
66794407,8,11,2021-09-09 14:00:00,7,0,1,2021-09-09 14:00:00
66794408,8,11,2021-09-09 14:00:00,8,0,1,2021-09-09 14:00:00
66794409,8,11,2021-09-09 14:10:00,1,171,1,2021-09-09 14:10:00
66794410,8,11,2021-09-09 14:10:00,2,9805,1,2021-09-09 14:10:00
66794411,8,11,2021-09-09 14:10:00,3,446,1,2021-09-09 14:10:00
66794412,8,11,2021-09-09 14:10:00,4,49,1,2021-09-09 14:10:00
66794413,8,11,2021-09-09 14:10:00,5,2254,1,2021-09-09 14:10:00
66794414,8,11,2021-09-09 14:10:00,6,198,1,2021-09-09 14:10:00
66794415,8,11,2021-09-09 14:10:00,7,0,1,2021-09-09 14:10:00
66794416,8,11,2021-09-09 14:10:00,8,0,1,2021-09-09 14:10:00
